title,paragraph,gold_label
My Ántonia,"We brought the cows home to the corner nearest the barn, and the boys milked them while night came on. Everything was as it should be: the strong smell of sunflowers and ironweed in the dew, the clear blue and gold of the sky, the evening star, the purr of the milk into the pails, the grunts and squeals of the pigs fighting over their supper. I began to feel the loneliness of the farm-boy at evening, when the chores seem everlastingly the same, and the world so far away.",high
My Ántonia,"The basement kitchen seemed heavenly safe and warm in those days—like a tight little boat in a winter sea. The men were out in the fields all day, husking corn, and when they came in at noon, with long caps pulled down over their ears and their feet in red-lined overshoes, I used to think they were like Arctic explorers. In the afternoons, when grandmother sat upstairs darning, or making husking-gloves, I read ‘The Swiss Family Robinson’ aloud to her, and I felt that the Swiss family had no advantages over us in the way of an adventurous life. I was convinced that man’s strongest antagonist is the cold. I admired the cheerful zest with which grandmother went about keeping us warm and comfortable and well-fed. She often reminded me, when she was preparing for the return of the hungry men, that this country was not like Virginia; and that here a cook had, as she said, ‘very little to do with.’ On Sundays she gave us as much chicken as we could eat, and on other days we had ham or bacon or sausage meat. She baked either pies or cake for us every day, unless, for a change, she made my favourite pudding, striped with currants and boiled in a bag.",high
My Ántonia,"As we went toward the house, we met Ambrosch and Anton, starting off with their milking-pails to hunt the cows. I joined them, and Leo accompanied us at some distance, running ahead and starting up at us out of clumps of ironweed, calling, ‘I’m a jack rabbit,’ or, ‘I’m a big bull-snake.’",none
My Ántonia,"We had delightful Sunday breakfasts together at Lena’s. At the back of her long work-room was a bay-window, large enough to hold a box-couch and a reading-table. We breakfasted in this recess, after drawing the curtains that shut out the long room, with cutting-tables and wire women and sheet-draped garments on the walls. The sunlight poured in, making everything on the table shine and glitter and the flame of the alcohol lamp disappear altogether. Lena’s curly black water-spaniel, Prince, breakfasted with us. He sat beside her on the couch and behaved very well until the Polish violin-teacher across the hall began to practise, when Prince would growl and sniff the air with disgust. Lena’s landlord, old Colonel Raleigh, had given her the dog, and at first she was not at all pleased. She had spent too much of her life taking care of animals to have much sentiment about them. But Prince was a knowing little beast, and she grew fond of him. After breakfast I made him do his lessons; play dead dog, shake hands, stand up like a soldier. We used to put my cadet cap on his head—I had to take military drill at the university—and give him a yard-measure to hold with his front leg. His gravity made us laugh immoderately.",none
My Ántonia,"Our heavy carpenter’s bench had to be brought from the barn and carried down into the kitchen. Fuchs selected boards from a pile of planks grandfather had hauled out from town in the fall to make a new floor for the oats-bin. When at last the lumber and tools were assembled, and the doors were closed again and the cold draughts shut out, grandfather rode away to meet the coroner at the Shimerdas’, and Fuchs took off his coat and settled down to work. I sat on his worktable and watched him. He did not touch his tools at first, but figured for a long while on a piece of paper, and measured the planks and made marks on them. While he was thus engaged, he whistled softly to himself, or teasingly pulled at his half-ear. Grandmother moved about quietly, so as not to disturb him. At last he folded his ruler and turned a cheerful face to us.",none
My Ántonia,"On winter nights, the lights in the Harlings’ windows drew me like the painted glass. Inside that warm, roomy house there was colour, too. After supper I used to catch up my cap, stick my hands in my pockets, and dive through the willow hedge as if witches were after me. Of course, if Mr. Harling was at home, if his shadow stood out on the blind of the west room, I did not go in, but turned and walked home by the long way, through the street, wondering what book I should read as I sat down with the two old people.",low
My Ántonia,"I propped my book open and stared listlessly at the page of the ‘Georgics’ where tomorrow’s lesson began. It opened with the melancholy reflection that, in the lives of mortals the best days are the first to flee. ‘Optima dies... prima fugit.’ I turned back to the beginning of the third book, which we had read in class that morning. ‘Primus ego in patriam mecum... deducam Musas’; ‘for I shall be the first, if I live, to bring the Muse into my country.’ Cleric had explained to us that ‘patria’ here meant, not a nation or even a province, but the little rural neighbourhood on the Mincio where the poet was born. This was not a boast, but a hope, at once bold and devoutly humble, that he might bring the Muse (but lately come to Italy from her cloudy Grecian mountains), not to the capital, the palatia Romana, but to his own little I country’; to his father’s fields, ‘sloping down to the river and to the old beech trees with broken tops.’",none
My Ántonia,"I asked her if she meant the two Russians who lived up by the big dog-town. I had often been tempted to go to see them when I was riding in that direction, but one of them was a wild-looking fellow and I was a little afraid of him. Russia seemed to me more remote than any other country—farther away than China, almost as far as the North Pole. Of all the strange, uprooted people among the first settlers, those two men were the strangest and the most aloof. Their last names were unpronounceable, so they were called Pavel and Peter. They went about making signs to people, and until the Shimerdas came they had no friends. Krajiek could understand them a little, but he had cheated them in a trade, so they avoided him. Pavel, the tall one, was said to be an anarchist; since he had no means of imparting his opinions, probably his wild gesticulations and his generally excited and rebellious manner gave rise to this supposition. He must once have been a very strong man, but now his great frame, with big, knotty joints, had a wasted look, and the skin was drawn tight over his high cheekbones. His breathing was hoarse, and he always had a cough.",low
Swann's Way,"Sometimes, too, just as Eve was created from a rib of Adam, so a woman would come into existence while I was sleeping, conceived from some strain in the position of my limbs. Formed by the appetite that I was on the point of gratifying, she it was, I imagined, who offered me that gratification. My body, conscious that its own warmth was permeating hers, would strive to become one with her, and I would awake. The rest of humanity seemed very remote in comparison with this woman whose company I had left but a moment ago: my cheek was still warm with her kiss, my body bent beneath the weight of hers. If, as would sometimes happen, she had the appearance of some woman whom I had known in waking hours, I would abandon myself altogether to the sole quest of her, like people who set out on a journey to see with their own eyes some city that they have always longed to visit, and imagine that they can taste in reality what has charmed their fancy. And then, gradually, the memory of her would dissolve and vanish, until I had forgotten the maiden of my dream.",high
Swann's Way,"""I think I heard the Doctor speak of that wicked old humbug, Blanche of Castile, if I may so express myself. Am I not right, Madame?"" Brichot appealed to Mme. Verdurin, who, swooning with merriment, her eyes tightly closed, had buried her face in her two hands, from between which, now and then, escaped a muffled scream.",none
Swann's Way,"When he had realised this, his pity ceased; he was jealous, now, of that other self whom she had loved, he was jealous of those men of whom he had so often said, without much suffering: ""Perhaps she's in love with them,"" now that he had exchanged the vague idea of loving, in which there is no love, for the petals of the chrysanthemum and the 'letter-heading' of the Maison d'Or; for they were full of love. And then, his anguish becoming too keen, he passed his hand over his forehead, let the monocle drop from his eye, and wiped its glass. And doubtless, if he had caught sight of himself at that moment, he would have added to the collection of the monocles which he had already identified, this one which he removed, like an importunate, worrying thought, from his head, while from its misty surface, with his handkerchief, he sought to obliterate his cares.",high
Swann's Way,"This little scene, which was re-enacted as often as the young pianist sat down to play, never failed to delight the audience, as though each of them were witnessing it for the first time, as a proof of the seductive originality of the 'Mistress' as she was styled, and of the acute sensitiveness of her musical 'ear.' Those nearest to her would attract the attention of the rest, who were smoking or playing cards at the other end of the room, by their cries of 'Hear, hear!' which, as in Parliamentary debates, shewed that something worth listening to was being said. And next day they would commiserate with those who had been prevented from coming that evening, and would assure them that the 'little scene' had never been so amusingly done.",none
Swann's Way,"And so there was probably not, in the whole of the Verdurin circle, a single one of the 'faithful' who loved them, or believed that he loved them, as dearly as did Swann. And yet, when M. Verdurin said that he was not satisfied with Swann, he had not only expressed his own sentiments, he had unwittingly discovered his wife's. Doubtless Swann had too particular an affection for Odette, as to which he had failed to take Mme. Verdurin daily into his confidence; doubtless the very discretion with which he availed himself of the Verdurins' hospitality, refraining, often, from coming to dine with them for a reason which they never suspected, and in place of which they saw only an anxiety on his part not to have to decline an invitation to the house of some 'bore' or other; doubtless, also, and despite all the precautions which he had taken to keep it from them, the gradual discovery which they were making of his brilliant position in society--doubtless all these things contributed to their general annoyance with Swann. But the real, the fundamental reason was quite different. What had happened was that they had at once discovered in him a locked door, a reserved, impenetrable chamber in which he still professed silently to himself that the Princesse de Sagan was not grotesque, and that Cottard's jokes were not amusing; in a word (and for all that he never once abandoned his friendly attitude towards them all, or revolted from their dogmas), they had discovered an impossibility of imposing those dogmas upon him, of entirely converting him to their faith, the like of which they had never come across in anyone before. They would have forgiven his going to the houses of 'bores' (to whom, as it happened, in his heart of hearts he infinitely preferred the Verdurins and all their little 'nucleus') had he consented to set a good example by openly renouncing those 'bores' in the presence of the 'faithful.' But that was an abjuration which, as they well knew, they were powerless to extort.",low
Swann's Way,"""I will not go so far as to say that it is quite the ugliest, for, although there are certain things in Saint-Hilaire which are well worth a visit, there are others that are very old now, in my poor basilica, the only one in all the diocese that has never even been restored. The Lord knows, our porch is dirty and out of date; still, it is of a majestic character; take, for instance, the Esther tapestries, though personally I would not give a brass farthing for the pair of them, but experts put them next after the ones at Sens. I can quite see, too, that apart from certain details which are--well, a trifle realistic, they shew features which testify to a genuine power of observation. But don't talk to me about the windows. Is it common sense, I ask you, to leave up windows which shut out all the daylight, and even confuse the eyes by throwing patches of colour, to which I should be hard put to it to give a name, on a floor in which there are not two slabs on the same level? And yet they refuse to renew the floor for me because, if you please, those are the tombstones of the Abbots of Combray and the Lords of Guermantes, the old Counts, you know, of Brabant, direct ancestors of the present Duc de Guermantes, and of his Duchesse also, since she was a lady of the Guermantes family, and married her cousin."" (My grandmother, whose steady refusal to take any interest in 'persons' had ended in her confusing all their names and titles, whenever anyone mentioned the Duchesse de Guermantes used to make out that she must be related to Mme. de Villeparisis. The whole family would then burst out laughing; and she would attempt to justify herself by harking back to some invitation to a christening or funeral: ""I feel sure that there was a Guermantes in it somewhere."" And for once I would side with the others, and against her, refusing to admit that there could be any connection between her school-friend and the descendant of Geneviève de Brabant.)",low
Swann's Way,"I would amuse myself by watching the glass jars which the boys used to lower into the Vivonne, to catch minnows, and which, filled by the current of the stream, in which they themselves also were enclosed, at once 'containers' whose transparent sides were like solidified water and 'contents' plunged into a still larger container of liquid, flowing crystal, suggested an image of coolness more delicious and more provoking than the same water in the same jars would have done, standing upon a table laid for dinner, by shewing it as perpetually in flight between the impalpable water, in which my hands could not arrest it, and the insoluble glass, in which my palate could not enjoy it. I decided that I would come there again with a line and catch fish; I begged for and obtained a morsel of bread from our luncheon basket; and threw into the Vivonne pellets which had the power, it seemed, to bring about a chemical precipitation, for the water at once grew solid round about them in oval clusters of emaciated tadpoles, which until then it had, no doubt, been holding in solution, invisible, but ready and alert to enter the stage of crystallisation.",low
Swann's Way,"For a long time I used to go to bed early. Sometimes, when I had put out my candle, my eyes would close so quickly that I had not even time to say ""I'm going to sleep."" And half an hour later the thought that it was time to go to sleep would awaken me; I would try to put away the book which, I imagined, was still in my hands, and to blow out the light; I had been thinking all the time, while I was asleep, of what I had just been reading, but my thoughts had run into a channel of their own, until I myself seemed actually to have become the subject of my book: a church, a quartet, the rivalry between François I and Charles V. This impression would persist for some moments after I was awake; it did not disturb my mind, but it lay like scales upon my eyes and prevented them from registering the fact that the candle was no longer burning. Then it would begin to seem unintelligible, as the thoughts of a former existence must be to a reincarnate spirit; the subject of my book would separate itself from me, leaving me free to choose whether I would form part of it or no; and at the same time my sight would return and I would be astonished to find myself in a state of darkness, pleasant and restful enough for the eyes, and even more, perhaps, for my mind, to which it appeared incomprehensible, without a cause, a matter dark indeed.",high
Swann's Way,"""Oh, I admit,"" he went on, with his own peculiar smile, gently ironical, disillusioned and vague, ""I have every useless thing in the world in my house there. The only thing wanting is the necessary thing, a great patch of open sky like this. Always try to keep a patch of sky above your life, little boy,"" he added, turning to me. ""You have a soul in you of rare quality, an artist's nature; never let it starve for lack of what it needs.""",none
Swann's Way,"And so it was that, for a long time afterwards, when I lay awake at night and revived old memories of Combray, I saw no more of it than this sort of luminous panel, sharply defined against a vague and shadowy background, like the panels which a Bengal fire or some electric sign will illuminate and dissect from the front of a building the other parts of which remain plunged in darkness: broad enough at its base, the little parlour, the dining-room, the alluring shadows of the path along which would come M. Swann, the unconscious author of my sufferings, the hall through which I would journey to the first step of that staircase, so hard to climb, which constituted, all by itself, the tapering 'elevation' of an irregular pyramid; and, at the summit, my bedroom, with the little passage through whose glazed door Mamma would enter; in a word, seen always at the same evening hour, isolated from all its possible surroundings, detached and solitary against its shadowy background, the bare minimum of scenery necessary (like the setting one sees printed at the head of an old play, for its performance in the provinces) to the drama of my undressing, as though all Combray had consisted of but two floors joined by a slender staircase, and as though there had been no time there but seven o'clock at night. I must own that I could have assured any questioner that Combray did include other scenes and did exist at other hours than these. But since the facts which I should then have recalled would have been prompted only by an exercise of the will, by my intellectual memory, and since the pictures which that kind of memory shews us of the past preserve nothing of the past itself, I should never have had any wish to ponder over this residue of Combray. To me it was in reality all dead.",high
Swann's Way,"The church! A dear, familiar friend; close pressed in the Rue Saint-Hilaire, upon which its north door opened, by its two neighbours, Mme. Loiseau's house and the pharmacy of M. Rapin, against which its walls rested without interspace; a simple citizen of Combray, who might have had her number in the street had the streets of Combray borne numbers, and at whose door one felt that the postman ought to stop on his morning rounds, before going into Mme. Loiseau's and after leaving M. Rapin's, there existed, for all that, between the church and everything in Combray that was not the church a clear line of demarcation which I have never succeeded in eliminating from my mind. In vain might Mme. Loiseau deck her window-sills with fuchsias, which developed the bad habit of letting their branches trail at all times and in all directions, head downwards, and whose flowers had no more important business, when they were big enough to taste the joys of life, than to go and cool their purple, congested cheeks against the dark front of the church; to me such conduct sanctified the fuchsias not at all; between the flowers and the blackened stones towards which they leaned, if my eyes could discern no interval, my mind preserved the impression of an abyss.",low
Swann's Way,"On certain evenings she would suddenly resume towards him a kindness of which she would warn him sternly that he must take immediate advantage, under penalty of not seeing it repeated for years to come; he must instantly accompany her home, to ""do a cattleya,"" and the desire which she pretended to have for him was so sudden, so inexplicable, so imperious, the kisses which she lavished on him were so demonstrative and so unfamiliar, that this brutal and unnatural fondness made Swann just as unhappy as any lie or unkind action. One evening when he had thus, in obedience to her command, gone home with her, and while she was interspersing her kisses with passionate words, in strange contrast to her habitual coldness, he thought suddenly that he heard a sound; he rose, searched everywhere and found nobody, but he had not the courage to return to his place by her side; whereupon she, in a towering rage, broke a vase, with ""I never can do anything right with you, you impossible person!"" And he was left uncertain whether she had not actually had some man concealed in the room, whose jealousy she had wished to wound, or else to inflame his senses.",high
Swann's Way,"Then would come up the memory of a fresh position; the wall slid away in another direction; I was in my room in Mme. de Saint-Loup's house in the country; good heavens, it must be ten o'clock, they will have finished dinner! I must have overslept myself, in the little nap which I always take when I come in from my walk with Mme. de Saint-Loup, before dressing for the evening. For many years have now elapsed since the Combray days, when, coming in from the longest and latest walks, I would still be in time to see the reflection of the sunset glowing in the panes of my bedroom window. It is a very different kind of existence at Tansonville now with Mme. de Saint-Loup, and a different kind of pleasure that I now derive from taking walks only in the evenings, from visiting by moonlight the roads on which I used to play, as a child, in the sunshine; while the bedroom, in which I shall presently fall asleep instead of dressing for dinner, from afar off I can see it, as we return from our walk, with its lamp shining through the window, a solitary beacon in the night.",high
Swann's Way,"When a man is asleep, he has in a circle round him the chain of the hours, the sequence of the years, the order of the heavenly host. Instinctively, when he awakes, he looks to these, and in an instant reads off his own position on the earth's surface and the amount of time that has elapsed during his slumbers; but this ordered procession is apt to grow confused, and to break its ranks. Suppose that, towards morning, after a night of insomnia, sleep descends upon him while he is reading, in quite a different position from that in which he normally goes to sleep, he has only to lift his arm to arrest the sun and turn it back in its course, and, at the moment of waking, he will have no idea of the time, but will conclude that he has just gone to bed. Or suppose that he gets drowsy in some even more abnormal position; sitting in an armchair, say, after dinner: then the world will fall topsy-turvy from its orbit, the magic chair will carry him at full speed through time and space, and when he opens his eyes again he will imagine that he went to sleep months earlier and in some far distant country. But for me it was enough if, in my own bed, my sleep was so heavy as completely to relax my consciousness; for then I lost all sense of the place in which I had gone to sleep, and when I awoke at midnight, not knowing where I was, I could not be sure at first who I was; I had only the most rudimentary sense of existence, such as may lurk and flicker in the depths of an animal's consciousness; I was more destitute of human qualities than the cave-dweller; but then the memory, not yet of the place in which I was, but of various other places where I had lived, and might now very possibly be, would come like a rope let down from heaven to draw me up out of the abyss of not-being, from which I could never have escaped by myself: in a flash I would traverse and surmount centuries of civilisation, and out of a half-visualised succession of oil-lamps, followed by shirts with turned-down collars, would put together by degrees the component parts of my ego.",high
Swann's Way,"At the far end of Mlle. Vinteuil's sitting-room, on the mantelpiece, stood a small photograph of her father which she went briskly to fetch, just as the sound of carriage wheels was heard from the road outside, then flung herself down on a sofa and drew close beside her a little table on which she placed the photograph, just as, long ago, M. Vinteuil had 'placed' beside him the piece of music which he would have liked to play over to my parents. And then her friend came in. Mlle. Vinteuil greeted her without rising, clasping her hands behind her head, and drew her body to one side of the sofa, as though to 'make room.' But no sooner had she done this than she appeared to feel that she was perhaps suggesting a particular position to her friend, with an emphasis which might well be regarded as importunate. She thought that her friend would prefer, no doubt, to sit down at some distance from her, upon a chair; she felt that she had been indiscreet; her sensitive heart took fright; stretching herself out again over the whole of the sofa, she closed her eyes and began to yawn, so as to indicate that it was a desire to sleep, and that alone, which had made her lie down there. Despite the rude and hectoring familiarity with which she treated her companion I could recognise in her the obsequious and reticent advances, the abrupt scruples and restraints which had characterised her father. Presently she rose and came to the window, where she pretended to be trying to close the shutters and not succeeding.",high
Swann's Way,"Sometimes, when the weather had completely broken, we were obliged to go home and to remain shut up indoors. Here and there, in the distance, in a landscape which, what with the failing light and saturated atmosphere, resembled a seascape rather, a few solitary houses clinging to the lower slopes of a hill whose heights were buried in a cloudy darkness shone out like little boats which had folded their sails and would ride at anchor, all night, upon the sea. But what mattered rain or storm? In summer, bad weather is no more than a passing fit of superficial ill-temper expressed by the permanent, underlying fine weather; a very different thing from the fluid and unstable 'fine weather' of winter, its very opposite, in fact; for has it not (firmly established in the soil, on which it has taken solid form in dense masses of foliage over which the rain may pour in torrents without weakening the resistance offered by their real and lasting happiness) hoisted, to keep them flying throughout the season, in the village streets, on the walls of the houses and in their gardens, its silken banners, violet and white. Sitting in the little parlour, where I would pass the time until dinner with a book, I might hear the water dripping from our chestnut-trees, but I would know that the shower would only glaze and brighten the greenness of their thick, crumpled leaves, and that they themselves had undertaken to remain there, like pledges of summer, all through the rainy night, to assure me of the fine weather's continuing; it might rain as it pleased, but to-morrow, over the white fence of Tansonville, there would surge and flow, numerous as ever, a sea of little heart-shaped leaves; and without the least anxiety I could watch the poplar in the Rue des Perchamps praying for mercy, bowing in desperation before the storm; without the least anxiety I could hear, at the far end of the garden, the last peals of thunder growling among our lilac-trees.",high
Swann's Way,"""Why, of course he doesn't,"" answered my grandfather. ""He wrote me a letter about it, ages ago, to which I took care to pay no attention, but it left no doubt as to his feelings, let alone his love for his wife. Hullo! you two; you never thanked him for the Asti!"" he went on, turning to his sisters-in-law.",none
Swann's Way,"But she, just as she had supposed that his refusal to send her money was only a feint, saw nothing but a pretext in the question which he came, now, to ask her, about the repainting of her carriage, or the purchase of stock. For she could not reconstruct the several phases of these crises through which he passed, and in the general idea which she formed of them she made no attempt to understand their mechanism, looking only to what she knew beforehand, their necessary, never-failing and always identical termination. An imperfect idea (though possibly all the more profound in consequence), if one were to judge it from the point of view of Swann, who would doubtless have considered that Odette failed to understand him, just as a morphinomaniac or a consumptive, each persuaded that he has been thrown back, one by some outside event, at the moment when he was just going to shake himself free from his inveterate habit, the other by an accidental indisposition at the moment when he was just going to be finally cured, feels himself to be misunderstood by the doctor who does not attach the same importance to these pretended contingencies, mere disguises, according to him, assumed, so as to be perceptible by his patients, by the vice of one and the morbid state of the other, which in reality have never ceased to weigh heavily and incurably upon them while they were nursing their dreams of normality and health. And, as a matter of fact, Swann's love had reached that stage at which the physician and (in the case of certain affections) the boldest of surgeons ask themselves whether to deprive a patient of his vice or to rid him of his malady is still reasonable, or indeed possible.",high
Swann's Way,"""Oh, you do make me so miserable,"" she cried, with a jerk of her body as though to shake herself free of the constraint of his question. ""Have you nearly done? What is the matter with you to-day? You seem to have made up your mind that I am to be forced to hate you, to curse you! Look, I was anxious to be friends with you again, for us to have a nice time together, like the old days; and this is all the thanks I get!""",low
Swann's Way,"In ascertaining and noting the shape of their spires, the changes of aspect, the sunny warmth of their surfaces, I felt that I was not penetrating to the full depth of my impression, that something more lay behind that mobility, that luminosity, something which they seemed at once to contain and to conceal.",high
Swann's Way,"This was not only because an image of which we dream remains for ever distinguished, is adorned and enriched by the association of colours not its own which may happen to surround it in our mental picture; for the scenes in the books I read were to me not merely scenery more vividly portrayed by my imagination than any which Combray could spread before my eyes but otherwise of the same kind. Because of the selection that the author had made of them, because of the spirit of faith in which my mind would exceed and anticipate his printed word, as it might be interpreting a revelation, these scenes used to give me the impression--one which I hardly ever derived from any place in which I might happen to be, and never from our garden, that undistinguished product of the strictly conventional fantasy of the gardener whom my grandmother so despised--of their being actually part of Nature herself, and worthy to be studied and explored.",high
Swann's Way,"He went to her only in the evenings, and knew nothing of how she spent her time during the day, any more than he knew of her past; so little, indeed, that he had not even the tiny, initial clue which, by allowing us to imagine what we do not know, stimulates a desire for knowledge. And so he never asked himself what she might be doing, or what her life had been. Only he smiled sometimes at the thought of how, some years earlier, when he still did not know her, some one had spoken to him of a woman who, if he remembered rightly, must certainly have been Odette, as of a 'tart,' a 'kept' woman, one of those women to whom he still attributed (having lived but little in their company) the entire set of characteristics, fundamentally perverse, with which they had been, for many years, endowed by the imagination of certain novelists. He would say to himself that one has, as often as not, only to take the exact counterpart of the reputation created by the world in order to judge a person fairly, when with such a character he contrasted that of Odette, so good, so simple, so enthusiastic in the pursuit of ideals, so nearly incapable of not telling the truth that, when he had once begged her, so that they might dine together alone, to write to Mme. Verdurin, saying that she was unwell, the next day he had seen her, face to face with Mme. Verdurin, who asked whether she had recovered, blushing, stammering, and, in spite of herself, revealing in every feature how painful, what a torture it was to her to act a lie; and, while in her answer she multiplied the fictitious details of an imaginary illness, seeming to ask pardon, by her suppliant look and her stricken accents, for the obvious falsehood of her words.",high
Swann's Way,"""I should think he did! He used to come at Combray, and now, in Paris, he has something better to do, and so have I. But I can promise you, we didn't look in the least like people who had quarrelled. We were kept waiting there for some time, while they brought him his parcel. He asked after you; he told me you had been playing with his daughter--"" my mother went on, amazing me with the portentous revelation of my own existence in Swann's mind; far more than that, of my existence in so complete, so material a form that when I stood before him, trembling with love, in the Champs-Elysées, he had known my name, and who my mother was, and had been able to blend with my quality as his daughter's playmate certain facts with regard to my grandparents and their connections, the place in which we lived, certain details of our past life, all of which I myself perhaps did not know. But my mother did not seem to have noticed anything particularly attractive in that counter at the Trois Quartiers where she had represented to Swann, at the moment in which he caught sight of her, a definite person with whom he had sufficient memories in common to impel him to come up to her and to speak.",high
Swann's Way,"And then--oh, marvellous independence of the human gaze, tied to the human face by a cord so loose, so long, so elastic that it can stray, alone, as far as it may choose--while Mme. de Guermantes sat in the chapel above the tombs of her dead ancestors, her gaze lingered here and wandered there, rose to the capitals of the pillars, and even rested upon myself, like a ray of sunlight straying down the nave, but a ray of sunlight which, at the moment when I received its caress, appeared conscious of where it fell. As for Mme. de Guermantes herself, since she remained there motionless, sitting like a mother who affects not to notice the rude or awkward conduct of her children who, in the course of their play, are speaking to people whom she does not know, it was impossible for me to determine whether she approved or condemned the vagrancy of her eyes in the careless detachment of her heart.",low
Swann's Way,"""Oriane, don't be angry with me,"" resumed Mme. de Gallardon, who could never restrain herself from sacrificing her highest social ambitions, and the hope that she might one day emerge into a light that would dazzle the world, to the immediate and secret satisfaction of saying something disagreeable, ""people do say about your M. Swann that he's the sort of man one can't have in the house; is that true?""",low
Swann's Way,"And when he was tempted to regret that, for months past, he had done nothing but visit Odette, he would assure himself that he was not unreasonable in giving up much of his time to the study of an inestimably precious work of art, cast for once in a new, a different, an especially charming metal, in an unmatched exemplar which he would contemplate at one moment with the humble, spiritual, disinterested mind of an artist, at another with the pride, the selfishness, the sensual thrill of a collector.",high
Swann's Way,"And so, too, if one of the 'faithful' had a friend, or one of the ladies a young man, who was liable, now and then, to make them miss an evening, the Verdurins, who were not in the least afraid of a woman's having a lover, provided that she had him in their company, loved him in their company and did not prefer him to their company, would say: ""Very well, then, bring your friend along."" And he would be put to the test, to see whether he was willing to have no secrets from Mme. Verdurin, whether he was susceptible of being enrolled in the 'little clan.' If he failed to pass, the faithful one who had introduced him would be taken on one side, and would be tactfully assisted to quarrel with the friend or mistress. But if the test proved satisfactory, the newcomer would in turn be numbered among the 'faithful.' And so when, in the course of this same year, the courtesan told M. Verdurin that she had made the acquaintance of such a charming gentleman, M. Swann, and hinted that he would very much like to be allowed to come, M. Verdurin carried the request at once to his wife. He never formed an opinion on any subject until she had formed hers, his special duty being to carry out her wishes and those of the 'faithful' generally, which he did with boundless ingenuity.",low
Swann's Way,"I gazed at her, at first with that gaze which is not merely a messenger from the eyes, but in whose window all the senses assemble and lean out, petrified and anxious, that gaze which would fain reach, touch, capture, bear off in triumph the body at which it is aimed, and the soul with the body; then (so frightened was I lest at any moment my grandfather and father, catching sight of the girl, might tear me away from her, by making me run on in front of them) with another, an unconsciously appealing look, whose object was to force her to pay attention to me, to see, to know me. She cast a glance forwards and sideways, so as to take stock of my grandfather and father, and doubtless the impression she formed of them was that we were all absurd people, for she turned away with an indifferent and contemptuous air, withdrew herself so as to spare her face the indignity of remaining within their field of vision; and while they, continuing to walk on without noticing her, had overtaken and passed me, she allowed her eyes to wander, over the space that lay between us, in my direction, without any particular expression, without appearing to have seen me, but with an intensity, a half-hidden smile which I was unable to interpret, according to the instruction I had received in the ways of good breeding, save as a mark of infinite disgust; and her hand, at the same time, sketched in the air an indelicate gesture, for which, when it was addressed in public to a person whom one did not know, the little dictionary of manners which I carried in my mind supplied only one meaning, namely, a deliberate insult.",high
Swann's Way,"Meanwhile I was endeavouring to apply to this image, which the prominent nose, the piercing eyes pinned down and fixed in my field of vision (perhaps because it was they that had first struck it, that had made the first impression on its surface, before I had had time to wonder whether the woman who thus appeared before me might possibly be Mme. de Guermantes), to this fresh and unchanging image the idea: ""It is Mme. de Guermantes""; but I succeeded only in making the idea pass between me and the image, as though they were two discs moving in separate planes, with a space between. But this Mme. de Guermantes of whom I had so often dreamed, now that I could see that she had a real existence independent of myself, acquired a fresh increase of power over my imagination, which, paralysed for a moment by contact with a reality so different from anything that it had expected, began to react and to say within me: ""Great and glorious before the days of Charlemagne, the Guermantes had the right of life and death over their vassals; the Duchesse de Guermantes descends from Geneviève de Brabant. She does not know, nor would she consent to know, any of the people who are here to-day.""",high
Swann's Way,"Next to, but distinctly less intimate a part of myself than this human element, would come the view, more or less projected before my eyes, of the country in which the action of the story was taking place, which made a far stronger impression on my mind than the other, the actual landscape which would meet my eyes when I raised them from my book. In this way, for two consecutive summers I used to sit in the heat of our Combray garden, sick with a longing inspired by the book I was then reading for a land of mountains and rivers, where I could see an endless vista of sawmills, where beneath the limpid currents fragments of wood lay mouldering in beds of watercress; and nearby, rambling and clustering along low walls, purple flowers and red. And since there was always lurking in my mind the dream of a woman who would enrich me with her love, that dream in those two summers used to be quickened with the freshness and coolness of running water; and whoever she might be, the woman whose image I called to mind, purple flowers and red would at once spring up on either side of her like complementary colours.",high
Swann's Way,"But we sat silent. My grandmother's sisters having expressed a desire to mention to Swann this reference to him in the _Figaro_, my great-aunt dissuaded them. Whenever she saw in others an advantage, however trivial, which she herself lacked, she would persuade herself that it was no advantage at all, but a drawback, and would pity so as not to have to envy them.",low
Swann's Way,"I had always, within reach, a plan of Paris, which, because I could see drawn on it the street in which M. and Mme. Swann lived, seemed to me to contain a secret treasure. And to please myself, as well as by a sort of chivalrous loyalty, in any connection or with no relevance at all, I would repeat the name of that street until my father, not being, like my mother and grandmother, in the secret of my love, would ask: ""But why are you always talking about that street? There's nothing wonderful about it. It is an admirable street to live in because it's only a few minutes' walk from the Bois, but there are a dozen other streets just the same.""",low
Swann's Way,"M. Verdurin had been wiser than he knew in not taking his pipe out of his mouth, for Cottard, having occasion to leave the room for a moment, murmured a witty euphemism which he had recently acquired and repeated now whenever he had to go to the place in question: ""I must just go and see the Duc d'Aumale for a minute,"" so drolly, that M. Verdurin's cough began all over again.",none
